Category,Genus,Species,Subspecies,Common Name,Number of Donors,Total Number of Samples,Number of Oligosaccharides Identified,Analytical Method,1st Author,Year,PubMed ID,DOI,Link,Oligosaccharides
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,33,LC-MS,Salcedo,2016,27522435,10.3168/jds.2016-10966,https://www.sciencedirect.com/science/article/pii/S0022030216305458?via%3Dihub,4_1_0_0_0h
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,33,LC-MS,Salcedo,2016,27522435,10.3168/jds.2016-10966,https://www.sciencedirect.com/science/article/pii/S0022030216305458?via%3Dihub,4_1_0_0_0i
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,33,LC-MS,Salcedo,2016,27522435,10.3168/jds.2016-10966,https://www.sciencedirect.com/science/article/pii/S0022030216305458?via%3Dihub,4_2_0_0_0g
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,33,LC-MS,Salcedo,2016,27522435,10.3168/jds.2016-10966,https://www.sciencedirect.com/science/article/pii/S0022030216305458?via%3Dihub,4_2_0_1_0n
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,33,LC-MS,Salcedo,2016,27522435,10.3168/jds.2016-10966,https://www.sciencedirect.com/science/article/pii/S0022030216305458?via%3Dihub,4_2_0_1_0o
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,33,LC-MS,Salcedo,2016,27522435,10.3168/jds.2016-10966,https://www.sciencedirect.com/science/article/pii/S0022030216305458?via%3Dihub,4_2_1_0_0o
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,1_1_0_1_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,1_1_0_1_0b
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,1_1_0_2_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,2_0_0_0_1a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,2_0_0_1_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,2_0_0_1_0b
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,2_0_1_0_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,2_0_1_0_0b
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,2_1_0_1_0d
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_0_0_0_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_0_0_0_0b
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_0_0_0_0e
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_0_0_1_0e
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_0_0_2_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_1_0_0_0b
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_1_0_0_0c
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_1_0_0_0d
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_1_0_0_0f
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_1_0_1_0d
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_1_0_1_0c
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_1_1_0_0c
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_2_0_0_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_2_0_0_0d
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_2_0_1_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,3_3_0_0_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_0_0_0_0c
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_1_0_0_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_1_0_1_0d
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_1_0_1_0e
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_1_0_2_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_1_0_2_0c
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_2_0_0_0b
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_2_0_0_0f
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_2_0_1_0l
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_2_0_1_0m
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,4_2_0_2_0b
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,5_1_0_0_0g
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,5_2_0_0_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,5_2_0_1_0a
Even-toed Ungulates,Sus,scrofa,,Pig,unknown,pooled,39,LC-MS,Albrecht,2014,24635885,10.1017/S0007114513003772,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/comparative-study-of-free-oligosaccharides-in-the-milk-of-domestic-animals/D9BEB51F871D15F8CAE14358F9261976,6_2_0_0_0c
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,1_1_0_1_0a
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,1_1_0_0_1b
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,2_0_0_1_0a
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,2_0_0_1_0b
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,2_0_0_2_0a
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,2_0_1_0_0a
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,2_0_2_0_0a
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,2_2_0_0_0c
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,2_2_0_1_0a
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,2_2_1_1_0a
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,3_0_0_0_0b
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,3_0_0_0_0c
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,3_0_0_0_0d
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,3_0_0_1_0a
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,3_0_0_1_0b
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,3_1_0_0_0b
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,3_1_0_1_0c
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,3_1_0_1_0f
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,3_2_0_0_0f
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,3_2_0_1_0
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,4_1_0_0_0a
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,4_1_0_1_0g
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,4_1_0_1_0j
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,4_1_1_0_0e
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,4_1_1_1_0b
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,4_2_0_0_0b
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,4_2_0_1_0c
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,4_2_0_1_0d
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,4_2_0_2_0a
Even-toed Ungulates,Sus,scrofa,,Pig,3,12,29,LC-MS,Tao,2010,20369835,10.1021/jf100398u,https://pubs.acs.org/doi/10.1021/jf100398u,4_2_1_1_0m
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,1_1_0_1_0c
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,1_1_1_0_0b
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_0_0_0_1d
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_0_0_1_0a
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_0_0_1_0b
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_1_0_0_0k
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_1_0_0_0l
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_1_0_0_0m
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_1_0_0_0n
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_1_0_1_0f
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_1_0_1_0g
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_1_0_1_0h
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_2_0_0_0c
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_2_0_0_0d
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_2_0_0_0e
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_2_0_0_0f
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_2_0_1_0a
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_2_0_1_0b
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,2_2_0_1_0c
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_0_0_0_0f
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_0_0_0_0g
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_0_0_0_0h
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_0_0_0_0i
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_0_0_1_0g
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_0_0_1_0h
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_1_0_0_0f
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_1_0_0_0g
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_1_0_0_0h
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_1_0_0_0i
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_1_0_1_0f
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_1_0_1_0g
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_2_0_0_0f
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,3_2_0_0_0g
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,4_0_0_0_0c
Odd-toed Ungulates,Equus,caballus,,Horse,4,28,48,LC-MS,Karav,2018,30087828,10.1002/2211-5463.12460,https://febs.onlinelibrary.wiley.com/doi/10.1002/2211-5463.12460,4_0_0_0_0d
