isomer_ID,Fucosylated,Acidic,Neutral,Basic Core Type,isomer_name,Hex,HexNAc,Fuc,Neu5Ac,isomer_suffix,Neu5Gc,CoreType_1,CoreType_2,has_linkage,has_Neu5Gc
5_0_0_1_0a,,1,,,Neu5Ac(a2-3)Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-4)Glc,5,0,0,1,"a  ",0,,,1,
5_1_0_0_0a,,,1,,"Gal(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc (galactosyl LNnP I)",5,1,0,0,"a  ",0,,,1,
5_1_0_0_0b,,,1,,"Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)Gal(b1-4)Glc (galactosyl LNnP II)",5,1,0,0,"b  ",0,,,1,
5_1_0_0_0c,,,1,,Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)Gal(b1-3)]Gal(b1-4)Glc,5,1,0,0,"c  ",0,,,1,
5_1_0_0_0d,,,1,,Gal(b1-3)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,5,1,0,0,"d  ",0,,,1,
5_1_0_0_0e,,,1,,Gal(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,5,1,0,0,"e  ",0,,,1,
5_1_0_0_0g,,,1,,"Gal(a1-3) + Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc",5,1,0,0,"g  ",0,,,1,
5_1_0_1_0a,,1,,,"Gal(b1-3)Gal(b1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc (galactosyl sialyl LNnP b)",5,1,0,1,"a  ",0,,,1,
5_1_0_1_0b,,1,,,Neu5Ac(a2-3)Gal(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,5,1,0,1,"b  ",0,,,1,
5_1_0_1_0c,,1,,,Gal(b1-3)Gal(b1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,5,1,0,1,"c  ",0,,,1,
5_2_0_0_0b,,,1,,Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,5,2,0,0,"b  ",0,,,1,
5_3_1_0_0a,1,,1,,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc (FLNnO I)",5,3,1,0,"a  ",0,,,1,
4_2_3_0_0f,1,,1,2,"Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc (TF-para LNH I)",4,2,3,0,"f  ",0,,1,1,
4_2_3_0_0g,1,,1,2,"Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc (TF-para LNH II)",4,2,3,0,"g  ",0,,1,1,
4_2_3_0_0h,1,,1,2,"Gal(b1-4)[Fuc(1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc (TF-para LNnH)",4,2,3,0,"h  ",0,,1,1,
4_2_3_1_0a,1,1,,2,"Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Neu4,5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc",4,2,3,1,"a  ",0,,1,1,
4_2_3_1_0b,1,1,,2,"Neu4,5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc",4,2,3,1,"b  ",0,,1,1,
4_2_4_0_0a,1,,1,2,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]FlcNAc(b1-6)[Fuc(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc,4,2,4,0,"a  ",0,,1,1,
5_2_0_0_0a,,,1,2,"Gal(a1-3) + Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc",5,2,0,0,"a  ",0,,1,1,
5_2_0_1_0a,,1,,2,"Neu5Ac + Gal(a1-3) + Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc",5,2,0,1,"a  ",0,,1,1,
5_2_0_1_0b,,1,,2,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc   (MS monogalactosyl LNnH)",5,2,0,1,"b  ",0,,1,1,
5_2_1_1_0a,1,1,,2,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc  (MSMF monogalactosyl LNnH)",5,2,1,1,"a  ",0,,1,1,
5_2_2_0_0a,1,,1,2,Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc,5,2,2,0,"a  ",0,,1,1,
5_2_2_1_0a,1,1,,2,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,5,2,2,1,"a  ",0,,1,1,
5_3_0_0_0a,,,1,2,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(1-4)Glc,5,3,0,0,"a  ",0,,1,1,
5_3_0_0_0d,,,1,2,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc (LNnO)",5,3,0,0,"d  ",0,,1,1,
5_3_2_0_0w,1,,1,,"Gal(b-14)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAC(b1-3)Gal(b1-4)[Guc(b1-3)]GlcNAc(b1-3)Gal(b1-4)Glc (DF-para LNnO)",5,3,2,0,"w  ",0,,,1,
5_5_1_0_0a,1,,1,,Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc,5,5,1,0,"a  ",0,,,1,
5_5_2_0_0a,1,,1,,2Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc,5,5,2,0,"a  ",0,,,1,
6_0_0_0_0a,,,1,,Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-4)Glc,6,0,0,0,"a  ",0,,,1,
6_1_0_0_0a,,,1,,Gal(b1-3)Gal(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,1,0,0,"a  ",0,,,1,
5_3_2_0_0c,1,,1,2,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFLNnO II)",5,3,2,0,"c  ",0,,1,1,
5_3_2_0_0l,1,,1,2,2Fuc(a1-2)+Gal(b1-4)GlcNAc(b1-3)+Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc,5,3,2,0,"l  ",0,,1,1,
5_3_2_0_0n,1,,1,2,"Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc (DF-LNnO I)",5,3,2,0,"n  ",0,,1,1,
5_3_2_0_0q,1,,1,2,"Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNac(b1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc (DF-iso LNnO)",5,3,2,0,"q  ",0,,1,1,
5_3_2_1_0c,1,1,,2,2Fuc(a1-2)+Gal(b1-4)Glc(b1-3)+Neu5Ac(a2-6)+Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc,5,3,2,1,"c  ",0,,1,1,
5_3_2_1_0g,1,1,,2,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc,5,3,2,1,"g  ",0,,1,1,
5_3_3_0_0d,1,,1,2,"Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc (TFLNnO I)",5,3,3,0,"d  ",0,,1,1,
5_3_3_0_0e,1,,1,2,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc (TFLNnO II)",5,3,3,0,"e  ",0,,1,1,
5_3_3_0_0k,1,,1,2,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNac(b1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-3)]Gal(b1-4)Glc (TF-iso LNnO)",5,3,3,0,"k  ",0,,1,1,
5_3_4_0_0b,1,,1,2,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-4)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc (TetraF-para LNO)",5,3,4,0,"b  ",0,,1,1,
6_2_0_0_0a,,,1,2,Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,2,0,0,"a  ",0,,1,1,
6_2_0_0_0b,,,1,,Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,2,0,0,"b  ",0,,,1,
6_2_0_1_0c,,1,,,Neu5Ac(a2-3)+Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc),6,2,0,1,"c  ",0,,,1,
6_2_3_0_0a,1,,1,,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]-GlcNAc(b1-6)]Gal(b1-4)Glc,6,2,3,0,"a  ",0,,,1,
6_2_3_0_0b,1,,1,,Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,6,2,3,0,"b  ",0,,,1,
6_2_0_1_0b,,1,,1,Neu5Ac(a2-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,2,0,1,"b  ",0,1,,1,
6_2_0_0_0c,,,1,2,"2Gal(a1-3) + Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc",6,2,0,0,"c  ",0,,1,1,
6_2_0_0_0e,,,1,2,Gal(b1-4)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,2,0,0,"e  ",0,,1,1,
6_2_2_0_0a,1,,1,2,Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,6,2,2,0,"a  ",0,,1,1,
6_2_2_0_0b,1,,1,2,Gal(a1-3)[Fuc(a1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc,6,2,2,0,"b  ",0,,1,1,
6_4_0_0_0a,,,1,2,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,4,0,0,"a  ",0,,1,1,
6_4_0_0_0d,,,1,2,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc,6,4,0,0,"d  ",0,,1,1,
6_4_0_0_0e,,,1,2,"Gal(b-14)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAC(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc (iso-LND)",6,4,0,0,"e  ",0,,1,1,
6_4_1_0_0c,1,,1,2,Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,4,1,0,"c  ",0,,1,1,
6_4_2_0_0d,1,,1,2,2Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,4,2,0,"d  ",0,,1,1,
6_4_2_0_0o,1,,1,2,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc (DF-novo LND)",6,4,2,0,"o  ",0,,1,1,
6_4_2_1_0a,1,1,,2,2Fuc(a1-2)+2Gal(b1-4)Glc(b1-3)+Neu5Ac(a2-6)+Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc,6,4,2,1,"a  ",0,,1,1,
6_4_2_1_0b,1,1,,2,2Fuc(a1-2)+Neu5Ac(a2-3)+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,4,2,1,"b  ",0,,1,1,
6_4_2_1_0c,1,1,,2,2Fuc(a1-2)+Neu5Ac(a2-6)+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,4,2,1,"c  ",0,,1,1,
6_4_3_0_0d,1,,1,2,3Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,4,3,0,"d  ",0,,1,1,
7_2_0_1_0b,,1,,,Neu5Ac(a2-3)Gal(b1-3)+Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,7,2,0,1,"b  ",0,,,1,
7_7_2_0_0a,1,,1,,2Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc,7,7,2,0,"a  ",0,,,1,
7_7_3_0_0a,1,,1,,3Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc,7,7,3,0,"a  ",0,,,1,
8_3_0_0_0a,,,1,,Gal(b1-3)[Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,8,3,0,0,"a  ",0,,,1,
8_3_0_0_0b,,,1,,Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,8,3,0,0,"b  ",0,,,1,
8_3_0_1_0a,,1,,,Neu5Ac(a2-3)+Gal(b1-3)[Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,8,3,0,1,"a  ",0,,,1,
8_3_0_1_0b,,1,,,Neu5Ac(a2-3)+Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,8,3,0,1,"b  ",0,,,1,
9_2_0_2_0a,,1,,,2[Neu5Ac-Gal(b1-4)GlcNAc(b1-6)]+Gal(b1-3)Gal(b-13)Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-4)Glc,9,2,0,2,"a  ",0,,,1,
10_2_0_1_0a,,1,,,Neu5Ac-Gal(b1-4)GlcNAc(b1-6)+Gal(b1-4)GlcNAC(b1-6)+Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-4)Glc,10,2,0,1,"a  ",0,,,1,
6_4_3_0_0h,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (TriF-LND IV)",6,4,3,0,"h  ",0,1,,1,
6_4_3_0_0n,1,,1,2,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc,6,4,3,0,"n  ",0,,1,1,
6_4_4_0_0f,1,,1,2,Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc,6,4,4,0,"f  ",0,,1,1,
7_5_0_0_0a,,,1,2,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,7,5,0,0,"a  ",0,,1,1,
7_5_1_0_0a,1,,1,2,Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,7,5,1,0,"a  ",0,,1,1,
7_5_2_0_0a,1,,1,2,2Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,7,5,2,0,"a  ",0,,1,1,
8_6_0_0_0a,,,1,2,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,8,6,0,0,"a  ",0,,1,1,
8_6_1_0_0a,1,,1,2,Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,8,6,1,0,"a  ",0,,1,1,
8_6_2_0_0a,1,,1,2,2Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,8,6,2,0,"a  ",0,,1,1,
8_6_3_0_0a,1,,1,2,3Fuc+Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,8,6,3,0,"a  ",0,,1,1,
