NCBITaxID,DOI,isomer_ID
9923,10.1016/j.carbpol.2020.115965,1_1_0_0_1d
127582,10.1007/978-1-4615-1371-1_40,2_0_1_0_0b
9767,10.1016/s1096-4959(02)00083-0,4_2_0_0_0d
9825,10.1093/jas/sky212,2_2_0_0_0d
9337,10.1007/s10719-014-9533-y,3_0_0_1_0e
9606,10.1021/jf0615810,4_3_1_0_0b
9825,10.1038/s41598-018-23025-x,4_1_0_1_0e
9606,10.4052/tigg.1734.1SE,6_4_2_0_0j
9483,10.1021/pr1009367,5_3_1_0_0m
30588,10.1021/pr1009367,5_3_0_0_0l
9838,10.1017/S0007114513003772,4_2_0_1_0m
9606,10.1021/pr1009367,4_2_2_0_0o
9913,10.1021/acs.jafc.1c05872,4_2_1_0_0o
9837,10.3168/jds.2010-3151,2_0_1_0_0b
9913,10.1021/jf300015j,2_0_0_1_0b
9825,10.3389/fnut.2016.00039,2_1_1_0_0c
9606,10.1016/bs.accb.2015.08.002,5_3_2_1_0d
9940,10.1021/acs.jafc.1c05872,2_0_0_1_2a
9837,10.1021/acs.jafc.1c05872,4_2_0_0_0g
9913,10.1093/glycob/cwt007,2_2_0_0_0c
9825,10.1093/jas/sky212,4_2_0_0_0j
1446311,10.1021/acs.analchem.0c00342,3_1_0_2_0a
9825,10.3168/jds.2016-10966,4_2_0_0_0g
9837,10.3168/jds.2010-3151,4_2_0_1_0d
9685,10.1371/journal.pone.0243323,6_2_0_0_0e
9606,10.1016/bs.accb.2015.08.002,6_4_3_0_0m
9606,10.4052/tigg.1734.1SE,2_1_1_1_0a
9606,10.1021/pr1009367,3_1_0_0_0h
9825,10.1002/elps.201500471,4_2_0_0_0g
9913,10.3168/jds.2019-17357,2_0_0_1_0b
9825,10.1002/elps.201500471,4_2_1_0_0o
9783,10.1017/s0007114599001798,2_0_0_1_0a
9615,10.1371/journal.pone.0243323,4_2_0_1_0n
9913,10.1021/jf300015j,4_4_0_0_0a
9606,10.1016/bs.accb.2015.08.002,6_4_3_0_0k
9606,10.1021/pr1009367,6_4_1_1_0b
9825,10.1021/acs.jafc.6b00497,1_1_0_1_0a
9483,10.1021/pr1009367,4_2_0_1_0h
9923,10.1021/acs.analchem.0c00342,2_1_0_0_0a
9720,10.1016/s1095-6433(03)00130-2,4_2_1_0_0e
9606,10.1016/bs.accb.2015.08.002,6_4_4_0_0c
9825,10.1093/jas/sky212,3_1_0_1_0f
9606,10.1016/bs.accb.2015.08.002,5_3_0_0_0g
9595,10.1021/pr1009367,5_3_0_0_0b
9598,10.1021/pr1009367,4_2_0_0_0b
9825,10.1093/jas/sky212,3_1_0_0_0j
71006,10.1111/j.1740-0929.2008.00583.x,2_0_0_1_0b
29073,10.1016/s0304-4165(00)00103-3,4_1_0_0_0b
9606,10.1021/jf0615810,5_2_2_0_0c
9785,10.1016/j.cbpb.2008.01.010,4_2_1_1_0e
9913,10.1021/jf300015j,6_0_0_0_0b
9590,10.1021/pr1009367,2_1_0_0_0k
9483,10.1021/pr1009367,5_3_0_1_0d
9606,10.1021/pr101006u,4_2_0_1_0d
9739,10.1007/978-1-4615-1371-1_40,3_1_1_0_0a
9598,10.1021/pr1009367,3_1_1_0_0q
9796,10.1017/S0007114513003772,2_0_0_2_0a
9796,10.1016/0305-0491(91)90103-k,3_1_0_0_0b
9923,10.1016/j.chroma.2015.09.060,2_0_0_0_1f
9606,10.1021/jf0615810,4_2_0_1_0n
9606,10.4052/tigg.1734.1SE,4_2_2_1_0n
9606,10.1021/pr100362f,5_3_1_0_0d
9796,10.1002/2211-5463.12460,2_1_0_0_0k
9646,10.1016/s1096-4959(03)00093-9,2_0_0_1_0a
9606,10.1021/pr1009367,6_4_2_0_0r
9838,10.1017/S0007114513003772,4_1_0_1_0d
9606,10.4052/tigg.1734.1SE,4_2_0_1_0d
9590,10.1093/glycob/cwp006,2_0_0_1_0a
9483,10.1021/pr1009367,4_2_0_1_0c
9739,10.1016/j.bbagen.2005.05.011,2_0_0_1_0b
30588,10.1021/pr1009367,4_2_0_0_0m
9825,10.1038/s41598-018-23025-x,4_1_0_1_0d
9678,10.1016/j.cbpa.2008.09.013,2_0_0_0_1a
9606,10.1021/acs.jafc.1c05872,4_2_0_0_0g
9923,10.1017/S0007114513003772,3_0_0_0_1b
89462,10.1021/acs.analchem.0c00342,5_0_0_0_0c
9783,10.1017/s0007114599001798,3_1_0_1_0c
30588,10.1021/pr1009367,4_2_1_1_0n
9261,10.1126/science.180.4082.20,2_0_0_1_0c
1446311,10.1021/acs.analchem.0c00342,2_0_1_0_0b
9913,10.1021/jf300015j,2_1_0_1_0f
30588,10.1021/pr1009367,2_1_0_0_0l
9940,10.1017/S0007114513003772,1_1_0_1_0b
9894,10.1007/s10719-018-9849-0,3_0_0_0_0a
9923,10.1021/acs.analchem.0c00342,5_0_0_1_0b
9606,10.4052/tigg.1734.1SE,5_3_1_1_0b
9685,10.1371/journal.pone.0243323,3_0_0_0_0g
9923,10.1016/j.idairyj.2020.104727,2_0_1_0_0a
9913,10.1021/acs.analchem.0c00342,3_2_1_0_0g
71006,10.1111/j.1740-0929.2008.00583.x,2_0_0_0_1b
1446311,10.1021/acs.analchem.0c00342,3_1_1_0_0f
9315,10.1016/s0008-6215(00)88076-3,3_1_0_0_0e
29073,10.1016/j.cbpc.2003.09.001,2_0_1_0_0a
89462,10.1021/acs.analchem.0c00342,4_2_0_1_0c
9258,10.1093/glycob/cwv010,4_2_2_1_0u
9913,10.1021/acs.jafc.1c05872,3_0_0_2_0b
30588,10.1021/pr1009367,2_1_0_0_0p
9606,10.1021/pr100362f,6_4_3_0_0m
9796,10.1002/2211-5463.12460,3_1_0_0_0g
9913,10.1021/acs.jafc.1c05872,3_1_2_0_0h
9606,10.1021/pr1009367,6_4_0_1_0c
9913,10.1017/S0007114513003772,2_1_0_1_0c
9923,10.1016/j.chroma.2015.09.060,5_0_0_0_0g
9923,10.1021/acs.jafc.1c05872,2_0_1_0_0c
9544,10.1007/s10719-010-9315-0,3_1_0_0_0b
9600,10.1007/978-1-4615-1371-1_40,2_0_1_0_0a
39432,10.1007/s10719-010-9315-0,2_0_0_1_0a
9825,10.1093/jas/sky212,4_0_0_1_0b
9606,10.4052/tigg.1734.1SE,6_4_3_0_0c
9258,10.1093/glycob/cwv010,4_2_1_1_0s
9913,10.1021/acs.analchem.0c00342,3_1_0_0_0c
9913,10.1021/jf300015j,6_0_0_0_0c
9595,10.1021/pr1009367,2_2_0_0_0d
9923,10.1021/acs.jafc.1c05872,3_0_0_2_0b
9825,10.1038/s41598-018-23025-x,2_0_1_0_0b
9923,10.1016/J.SMALLRUMRES.2015.11.002,2_0_0_1_0a
9796,10.1016/0305-0491(91)90103-k,4_2_0_0_0b
30588,10.1021/pr1009367,2_0_0_1_0a
9923,10.1016/j.chroma.2015.09.060,3_1_0_0_0h
9923,10.1021/acs.jafc.1c05872,3_0_0_0_0f
9590,10.1021/pr1009367,4_2_0_1_0o
9590,10.1021/pr1009367,4_2_0_1_0h
9606,10.4052/tigg.1734.1SE,4_2_1_1_0c
9606,10.1021/pr100362f,5_3_2_0_0x
9606,10.1016/bs.accb.2015.08.002,3_1_2_0_0e
9825,10.1021/jf100398u,2_0_0_1_0a
39304,10.1016/j.ab.2009.03.004,6_4_3_0_0d
9595,10.1021/pr1009367,4_1_0_0_0a
9913,10.1021/jf300015j,4_1_0_0_0g
9544,10.1021/pr1009367,2_0_0_1_0a
9838,10.1017/S0007114513003772,2_1_0_0_0c
9923,10.1016/j.smallrumres.2013.03.014,4_2_0_1_0n
9483,10.1021/pr1009367,3_1_0_0_0t
9598,10.1007/978-1-4615-1371-1_40,3_1_0_0_0a
9598,10.1021/pr1009367,7_5_2_1_0b
9913,10.1016/j.foodchem.2017.02.104,2_0_0_0_1d
9913,10.3168/jds.2019-17357,1_1_0_1_0b
9606,10.1016/bs.accb.2015.08.002,3_1_0_1_0c
9606,10.1016/bs.accb.2015.08.002,5_3_1_1_0d
89462,10.1021/acs.analchem.0c00342,4_2_0_1_0n
9606,10.4052/tigg.1734.1SE,5_3_0_0_0i
9796,10.1016/s0304-4165(00)00148-3,2_0_0_1_0a
89462,10.1021/acs.analchem.0c00342,4_1_0_0_0g
9598,10.1021/pr1009367,6_4_1_1_0a
9923,10.1021/acs.jafc.6b05104,1_1_0_1_0d
9606,10.1021/pr1009367,4_2_2_1_0o
9606,10.4052/tigg.1734.1SE,4_2_2_0_0c
9595,10.1021/pr1009367,4_2_1_0_0r
9923,10.1017/S0007114513003772,1_1_1_0_0a
9606,10.1016/bs.accb.2015.08.002,5_3_5_0_0a
59515,10.1111/asj.12899,1_1_0_0_1b
9644,10.1016/s0304-4165(96)00101-8,4_2_4_0_0a
9606,10.4052/tigg.1734.1SE,6_4_2_0_0i
9606,10.1021/acs.analchem.0c00342,3_1_1_0_0e
9913,10.1093/glycob/cwt007,3_0_1_0_0d
30589,10.1007/s10719-010-9315-0,2_0_0_1_0b
9913,10.1021/acs.jafc.1c05872,3_0_0_1_1a
10117,10.1016/j.carbpol.2021.117734,2_1_0_1_0i
9923,10.1021/acs.jafc.6b05104,2_1_0_0_0k
9615,10.1016/s0008-6215(99)00102-0,2_0_1_0_0a
9913,10.1093/glycob/cwt007,3_0_0_0_0c
9258,10.1007/BF01050469,3_1_2_0_0e
9923,10.1016/j.carbpol.2020.115965,2_1_0_0_0l
1446311,10.1021/acs.analchem.0c00342,3_3_0_0_0d
9825,10.1093/jas/sky212,2_2_1_0_0a
9923,10.1016/j.jfoodeng.2017.06.009,2_0_0_1_0b
9544,10.1021/pr1009367,6_4_2_0_0p
9606,10.1021/pr1009367,4_2_2_0_0i
9590,10.1021/pr1009367,3_1_0_1_0j
29073,10.1016/j.cbpc.2003.09.001,2_1_2_0_0a
9793,10.1039/c8fo02584c,4_2_0_0_0d
9606,10.1021/acs.analchem.0c00342,4_1_0_0_0h
9595,10.1021/pr1009367,1_1_0_1_0a
1446311,10.1021/acs.analchem.0c00342,3_0_0_0_0b
9796,10.1017/S0007114513003772,2_0_0_1_1b
30548,10.1111/asj.12040,4_2_0_0_0b
9315,10.1016/0304-4165(94)90028-0,9_2_0_2_0a
9606,10.1016/bs.accb.2015.08.002,5_3_2_0_0o
9597,10.1093/glycob/cwp006,2_0_1_0_0a
9483,10.1021/pr1009367,4_2_0_0_0g
9894,10.1007/978-1-4615-1371-1_40,3_1_2_0_0b
9606,10.4052/tigg.1734.1SE,4_2_3_0_0f
452646,10.1016/j.cbpa.2005.09.015,4_2_1_1_0d
9606,10.1021/jf0615810,3_2_0_0_0f
9870,10.1016/j.idairyj.2013.07.012,2_0_0_1_0b
89462,10.1021/acs.analchem.0c00342,3_0_0_0_0e
9261,10.1126/science.180.4082.20,2_0_2_0_0a
9940,10.1017/S0007114513003772,2_1_0_0_0a
9805,10.1007/978-1-4615-1371-1_40,2_0_2_0_0a
9940,10.1021/acs.jafc.1c05872,4_1_0_0_1c
9598,10.1093/glycob/cwp006,2_0_1_0_0a
9825,10.1093/jas/sky212,2_1_0_0_0m
9606,10.1021/pr101006u,5_3_0_1_0a
9643,10.1007/978-1-4615-1371-1_40,2_0_1_0_0a
9515,10.1007/s10719-010-9315-0,2_0_0_1_0b
9825,10.3168/jds.2016-10966,3_2_0_0_0h
9923,10.1016/j.carbpol.2020.115965,2_2_0_0_0d
9796,10.1017/S0007114513003772,3_1_0_0_0c
9825,10.3389/fnut.2016.00039,3_3_0_0_0d
9598,10.1021/pr1009367,2_2_1_1_0a
9258,10.1093/glycob/cwv010,2_0_0_1_0d
9923,10.1021/acs.analchem.0c00342,3_1_0_1_0g
9940,10.1017/S0007114513003772,4_2_0_0_1b
9597,10.1093/glycob/cwp006,2_0_0_0_1a
9923,10.1016/j.carbpol.2020.115965,4_0_0_0_0c
9654,"10.1007/s10719-018-9821-z ",8_6_3_1_0a
379532,10.1007/s10719-012-9370-9,4_2_0_1_0c
89462,10.1021/acs.analchem.0c00342,4_0_0_0_0b
89462,10.1021/acs.analchem.0c00342,3_2_0_0_0f
9796,10.1002/2211-5463.12460,3_2_0_0_0g
9544,10.1021/pr1009367,3_1_0_0_0j
9913,10.1016/j.idairyj.2020.104727,3_1_0_1_0b
9595,10.1093/glycob/cwp006,3_0_1_0_0a
9590,10.1021/pr1009367,4_2_0_0_0j
9825,10.1093/jas/sky212,3_0_0_0_0j
9923,10.1016/j.idairyj.2020.104727,2_0_1_0_0b
9606,10.1021/pr1009367,5_3_1_0_0o
9606,10.1021/acs.analchem.0c00342,2_0_0_1_0b
9825,10.1017/S0007114513003772,2_0_0_1_0a
9739,10.1007/978-1-4615-1371-1_40,2_0_1_0_0a
30548,10.1111/asj.12040,2_0_0_1_0a
9685,10.1371/journal.pone.0243323,5_2_1_0_0c
9913,10.1093/glycob/cwt007,3_0_0_1_0f
9825,10.3389/fnut.2016.00039,3_0_0_1_0h
39293,10.1016/s1096-4959(00)00327-4,3_1_0_0_0b
9923,10.1021/acs.analchem.0c00342,4_2_0_0_0a
9315,10.1016/0304-4165(94)90028-0,10_2_0_1_0a
9825,10.1017/S0007114513003772,4_2_0_1_0m
9913,10.1021/acs.jafc.1c05872,3_1_0_1_0f
9606,10.1021/pr1009367,4_2_2_0_0p
1446311,10.1021/acs.analchem.0c00342,2_0_0_0_2b
9825,10.1038/s41598-018-23025-x,2_2_0_0_0c
9598,10.1021/pr1009367,2_2_1_0_0a
9606,10.1016/bs.accb.2015.08.002,3_1_1_0_0a
9590,10.1021/pr1009367,3_1_0_1_0h
9598,10.1021/pr1009367,3_1_1_1_0j
9825,10.1038/s41598-018-23025-x,2_0_1_0_0a
9590,10.1021/pr1009367,6_4_0_0_0f
9796,10.1017/S0007114513003772,1_1_0_2_0a
1446311,10.1021/acs.analchem.0c00342,6_2_0_0_0d
9825,10.1021/jf100398u,2_2_0_0_0c
1446311,10.1021/acs.analchem.0c00342,4_1_0_0_0a
29139,10.1111/asj.12566,3_0_0_0_0b
9825,10.3389/fnut.2016.00039,4_1_0_1_0g
30588,10.1021/pr1009367,3_1_0_0_0j
9483,10.1021/pr1009367,4_2_0_0_0k
9923,10.1021/acs.jafc.6b05104,1_1_0_1_0c
9837,10.1021/acs.jafc.1c05872,3_1_1_0_0h
9825,10.1038/s41598-018-23025-x,2_0_0_1_0a
9606,10.1021/jf0615810,3_2_1_0_0b
30588,10.1021/pr1009367,4_3_0_0_0a
9837,10.3168/jds.2010-3151,4_1_0_1_0b
9783,10.1016/j.cbpa.2006.08.001,2_0_0_1_0b
9796,10.1017/S0007114513003772,5_1_0_0_0g
9606,10.1021/pr1009367,5_3_1_0_0n
9923,10.1017/S0007114513003772,3_1_0_0_1b
9606,10.1021/pr100362f,6_4_4_0_0d
9940,10.1021/acs.jafc.1c05872,1_1_0_0_1d
9923,10.1016/0008-6215(94)84177-2,3_0_0_0_0b
9315,10.1007/s10719-012-9372-7,5_0_0_0_0b
9923,10.1017/S0007114513003772,2_0_0_0_1a
9606,10.1021/pr1009367,5_3_1_1_0g
9544,10.1021/pr1009367,5_3_0_0_0b
9825,10.3168/jds.2016-10966,3_1_0_0_0f
9595,10.1021/pr1009367,4_2_2_0_0j
9606,10.1021/pr1009367,5_3_0_1_0c
9606,10.1021/pr1009367,6_4_0_0_0g
9643,10.1007/978-1-4615-1371-1_40,4_2_1_0_0b
9913,10.1017/S0007114513003772,3_0_0_0_0e
9796,10.1017/S0007114513003772,4_1_0_2_0a
9923,10.1021/acs.jafc.1c05872,5_0_1_0_0a
9606,10.4052/tigg.1734.1SE,3_1_2_0_0b
9544,10.1007/s10719-010-9315-0,3_1_1_0_0c
9923,10.1016/j.smallrumres.2013.03.014,2_4_0_0_0a
9606,10.4052/tigg.1734.1SE,5_3_2_0_0a
9913,10.1093/glycob/cwt007,4_0_0_0_0f
9923,10.1016/j.smallrumres.2013.03.014,3_1_1_0_0c
9825,10.1038/s41598-018-23025-x,2_1_0_1_0g
9825,10.3389/fnut.2016.00039,4_1_0_0_0h
9598,10.1021/pr1009367,4_1_0_0_0h
9606,10.4052/tigg.1734.1SE,4_2_1_2_0d
9923,10.1016/j.chroma.2015.09.060,2_0_0_1_1h
9590,10.1021/pr1009367,2_1_0_0_0l
9923,10.1016/j.carbpol.2020.115965,6_2_0_0_0d
9923,10.1016/j.smallrumres.2013.03.014,3_3_0_0_0c
30588,10.1021/pr1009367,1_1_0_1_0a
9913,10.1021/acs.jafc.1c05872,2_1_0_0_0k
30548,10.1111/asj.12040,5_2_0_1_0b
39304,10.1016/j.ab.2009.03.004,8_6_3_0_0a
9767,10.1016/s1096-4959(02)00083-0,3_1_0_1_0d
9940,10.1017/S0007114513003772,1_1_0_0_1a
9544,10.1021/pr1009367,4_2_2_0_0j
9598,10.1021/pr1009367,3_1_2_0_0h
9606,10.4052/tigg.1734.1SE,6_4_3_0_0n
9685,10.1371/journal.pone.0243323,2_0_2_0_0a
9825,10.1021/jf100398u,2_0_0_2_0a
9281,10.1007/s10719-016-9675-1,8_3_0_0_0a
9597,10.1093/glycob/cwp006,3_1_0_0_0a
38626,10.1007/s10719-013-9484-8,4_0_0_0_0a
9606,10.1016/bs.accb.2015.08.002,2_1_0_0_0c
9923,10.1021/acs.analchem.0c00342,3_1_0_0_1c
9606,10.1016/bs.accb.2015.08.002,3_0_0_0_0c
9544,10.1021/pr1009367,4_2_0_0_0j
9606,10.1021/jf0615810,4_2_2_1_0o
9913,10.1016/j.idairyj.2020.104727,3_1_1_0_0a
9796,10.1002/2211-5463.12460,2_0_0_0_1d
9595,10.1007/978-1-4615-1371-1_40,3_1_1_0_0a
39304,10.1016/j.cbpc.2003.12.009,4_2_2_1_0p
9685,10.1371/journal.pone.0243323,3_1_0_0_0a
9615,10.1371/journal.pone.0243323,2_1_1_0_0c
9923,10.1016/j.smallrumres.2013.03.014,6_0_0_0_0b
9598,10.1021/pr1009367,4_2_1_0_0o
9793,10.1016/j.lwt.2019.108437,3_1_0_1_0a
89462,10.1007/s10719-018-9849-0,3_0_0_0_0b
9646,10.1016/s1096-4959(03)00093-9,2_0_0_1_0b
9615,10.1371/journal.pone.0243323,3_3_0_0_0c
9796,10.1002/2211-5463.12460,2_2_0_1_0b
9913,10.1093/glycob/cwt007,1_1_0_0_1c
9913,10.1093/glycob/cwt007,2_1_0_0_0h
9825,10.3389/fnut.2016.00039,3_1_0_1_0h
9606,10.1021/acs.jafc.1c05872,3_1_1_1_0f
9606,10.1021/pr1009367,4_2_0_1_0r
9678,10.1016/j.cbpa.2008.09.013,3_0_1_0_0a
89462,10.1021/acs.analchem.0c00342,3_0_0_0_0a
9258,10.1071/bi9830129,4_2_2_0_0i
30588,10.1021/pr1009367,4_1_0_0_0h
9825,10.1002/elps.201500471,3_2_0_0_0f
9923,10.1016/j.carbpol.2020.115965,2_1_0_0_1a
9606,10.1016/bs.accb.2015.08.002,5_3_2_0_0d
9923,10.1021/acs.jafc.1c05872,2_0_0_0_2c
9685,10.1371/journal.pone.0243323,4_2_2_0_0l
9837,10.1021/acs.jafc.1c05872,2_0_1_1_1a
9515,10.1007/s10719-010-9315-0,3_1_0_1_0c
9483,10.1021/pr1009367,4_2_1_0_0o
29073,10.1016/j.cbpc.2003.09.001,3_0_2_0_0a
9913,10.1021/acs.jafc.1c05872,3_0_0_1_0g
9606,10.4052/tigg.1734.1SE,5_3_0_0_0e
9606,10.1021/pr100362f,5_3_2_0_0d
9595,10.1021/pr1009367,4_1_1_0_0i
9606,10.1016/bs.accb.2015.08.002,5_3_4_0_0a
9796,10.1002/2211-5463.12460,5_0_1_0_0a
9606,10.1021/jf0615810,6_3_1_0_0a
9825,10.3389/fnut.2016.00039,2_1_0_0_0m
9923,10.5851/kosfa.2022.e13,1_1_0_0_1b
9783,10.1017/s0007114599001798,3_0_0_0_0b
378754,10.1016/j.cbpc.2004.07.012,5_2_1_1_0a
9923,10.1021/acs.jafc.1c00499,2_0_0_1_0a
223998,10.1007/s10719-018-9849-0,3_1_0_0_0b
30588,10.1021/pr1009367,3_1_0_0_0f
9923,10.1016/j.carbpol.2020.115965,5_0_0_0_0c
9923,10.1016/j.carbpol.2020.115965,1_1_1_0_0c
9598,10.1093/glycob/cwp006,3_1_1_0_0c
9643,10.1007/s10719-019-09899-7,3_0_0_0_0a
9913,10.1038/s41598-019-41956-x,3_6_1_0_0a
9258,10.1126/science.180.4082.20,2_0_0_1_0c
9796,10.1017/S0007114513003772,4_2_0_0_0b
9923,10.1021/acs.jafc.6b05104,1_1_0_1_0e
9923,10.1021/acs.jafc.1c00499,3_0_0_0_0b
9785,10.1016/j.cbpb.2008.01.010,2_0_0_1_0a
9595,10.1021/pr1009367,4_2_0_1_0o
9606,10.4052/tigg.1734.1SE,3_1_1_0_0e
9825,10.1093/jas/sky212,4_2_0_0_0h
9825,10.1038/s41598-018-23025-x,3_1_0_0_0f
9606,10.1021/pr100362f,3_1_0_0_0a
9598,10.1021/pr1009367,4_2_2_0_0o
9606,10.1016/bs.accb.2015.08.002,5_3_0_1_0a
9923,10.1016/j.chroma.2015.09.060,2_1_0_0_0n
9595,10.1021/pr1009367,4_2_2_0_0p
9598,10.1007/978-1-4615-1371-1_40,3_1_0_0_0b
9923,10.5851/kosfa.2022.e13,2_0_0_0_1b
9923,10.1021/acs.analchem.0c00342,5_0_0_0_0c
9598,10.1021/pr1009367,4_2_0_0_0g
9598,10.1007/978-1-4615-1371-1_40,3_1_2_0_0b
89462,10.1021/acs.analchem.0c00342,3_0_0_0_0b
89462,10.1021/acs.analchem.0c00342,4_1_0_1_0a
9825,10.1021/acs.jafc.6b00497,4_2_0_0_0a
9606,10.1016/bs.accb.2015.08.002,4_2_1_1_0p
9825,10.1093/jas/sky212,3_1_0_0_0f
89462,10.1021/acs.analchem.0c00342,3_1_0_0_0b
9606,10.1021/pr100362f,3_1_0_0_0b
9825,10.1093/jas/sky212,2_2_0_0_0e
9557,10.1007/s10719-010-9315-0,4_2_2_0_0c
9825,10.3168/jds.2016-10966,4_0_0_0_0c
9590,10.1021/pr1009367,3_1_0_1_0b
9923,10.1016/j.smallrumres.2013.03.014,3_0_0_1_1a
9913,10.1038/s41598-019-41956-x,4_5_1_0_0a
9825,10.1038/s41598-018-23025-x,1_2_0_1_0c
9796,10.1017/S0007114513003772,4_2_0_0_0f
9796,10.1017/S0007114513003772,3_0_0_0_0b
9923,10.1016/j.idairyj.2005.02.003,2_2_0_0_0c
9720,10.1016/s1095-6433(03)00130-2,4_2_2_1_0a
9598,10.1021/pr1009367,3_1_0_0_0j
9825,10.3389/fnut.2016.00039,3_3_0_0_0c
9606,10.1021/pr101006u,3_1_1_1_0a
9940,10.1017/S0007114513003772,2_0_1_0_0a
9923,10.1021/acs.analchem.0c00342,4_2_0_0_0d
9483,10.1021/pr1009367,6_4_0_0_0f
9923,10.1016/j.idairyj.2005.02.003,3_0_0_0_1c
9796,10.1017/S0007114513003772,4_1_0_1_0e
9825,10.1021/acs.jafc.6b00497,1_1_0_1_0b
9606,10.1016/bs.accb.2015.08.002,3_1_1_1_0a
9483,10.1021/pr1009367,4_1_0_0_0i
9913,10.1021/jf300015j,7_0_0_0_0b
9825,10.1038/s41598-018-23025-x,3_2_0_1_0a
39293,10.1016/s1096-4959(00)00327-4,4_2_0_0_0d
9590,10.1021/pr1009367,4_1_0_1_0i
9685,10.1371/journal.pone.0243323,4_2_1_0_0q
9606,10.4052/tigg.1734.1SE,2_0_2_0_0a
9598,10.1021/pr1009367,3_1_1_1_0k
9606,10.1021/acs.jafc.1c05872,2_0_1_1_0b
9838,10.1017/S0007114513003772,2_1_1_0_0b
31869,10.1007/s10719-012-9370-9,3_1_1_0_0f
1446311,10.1021/acs.analchem.0c00342,5_2_0_0_0e
9483,10.1021/pr1009367,3_1_0_0_0x
9606,10.4052/tigg.1734.1SE,4_2_1_2_0c
9923,10.1016/j.chroma.2015.09.060,3_3_0_0_0c
9837,10.1021/acs.jafc.1c05872,2_0_2_0_0b
10117,10.1203/00006450-198502000-00015,2_0_0_1_0c
9923,10.1021/acs.analchem.0c00342,4_1_0_0_0a
9739,10.1016/j.bbagen.2005.05.011,2_1_0_1_0a
9913,10.1093/glycob/cwt007,5_0_0_0_0c
9825,10.3389/fnut.2016.00039,4_2_0_0_0g
89462,10.1021/acs.analchem.0c00342,3_1_0_1_0c
9606,10.1021/pr101006u,6_4_0_1_0a
9606,10.4052/tigg.1734.1SE,4_2_0_2_0g
9923,10.1021/acs.jafc.1c05872,3_2_1_0_0e
9606,10.1021/acs.jafc.1c05872,4_1_1_0_0g
9544,10.1021/pr1009367,6_4_0_0_0f
9615,10.1371/journal.pone.0243323,2_1_1_0_0f
39304,10.1016/j.cbpc.2003.12.009,6_4_2_0_0d
9544,10.1021/pr1009367,3_1_0_0_0h
9615,10.1371/journal.pone.0243323,3_1_0_0_0a
9796,10.1017/S0007114513003772,2_0_1_1_0a
39304,10.1016/j.ab.2009.03.004,3_3_1_0_0a
9825,10.3168/jds.2016-10966,4_1_0_0_0g
39293,10.1016/j.ab.2009.03.004,7_5_1_0_0a
9606,10.1021/jf0615810,4_2_1_1_0n
9643,10.1007/s10719-019-09899-7,3_0_1_0_0a
9838,10.1016/j.idairyj.2012.08.008,3_0_0_1_0e
9544,10.1021/pr1009367,3_1_1_0_0n
9838,10.1017/S0007114513003772,3_0_0_1_0a
9685,10.1371/journal.pone.0243323,3_0_0_0_0i
9838,10.1017/S0007114513003772,3_0_0_1_0e
30588,10.1021/pr1009367,3_1_0_1_0i
9606,10.1021/pr1009367,4_2_0_0_0k
9606,10.1021/jf0615810,8_0_2_1_0a
9913,10.1021/jf300015j,4_1_0_0_0h
9825,10.3168/jds.2016-10966,2_0_0_1_0a
9606,10.1021/acs.jafc.1c05872,3_0_1_0_0e
9923,10.1016/j.carbpol.2020.115965,2_1_0_1_0i
9838,10.1017/S0007114513003772,2_0_0_1_0c
9913,10.1017/S0007114513003772,2_0_0_2_0a
9606,10.1021/jf0615810,6_4_5_0_0a
9483,10.1021/pr1009367,3_1_1_0_0k
30521,10.1016/j.idairyj.2020.104727,3_1_1_0_0a
34828,10.1007/s10719-012-9370-9,4_2_2_0_0c
9796,10.1002/2211-5463.12460,4_1_0_0_0h
9606,10.1021/pr101006u,2_0_0_1_0b
9606,10.4052/tigg.1734.1SE,5_3_2_0_0c
9606,10.4052/tigg.1734.1SE,5_3_3_0_0j
9600,10.1093/glycob/cwp006,4_2_2_0_0c
9825,10.3168/jds.2016-10966,4_1_0_0_0h
9825,10.1021/jf100398u,4_1_0_1_0g
9913,10.1021/acs.analchem.0c00342,4_0_0_2_0a
9913,10.3168/jds.2019-17357,2_0_0_1_0a
9606,10.4052/tigg.1734.1SE,4_2_0_0_0b
9923,10.1017/S0007114513003772,1_1_0_1_0b
9606,10.1021/pr1009367,6_4_0_0_0h
9913,10.1021/jf300015j,2_1_0_0_0k
9825,10.3389/fnut.2016.00039,4_1_0_0_0i
9923,10.1017/S0007114513003772,4_2_0_0_1b
9837,10.1021/acs.jafc.1c05872,2_0_0_0_1d
9783,10.1017/s0007114599001798,4_2_2_0_0b
1446311,10.1021/acs.analchem.0c00342,3_0_0_0_0e
9258,10.1093/glycob/cwv010,4_2_1_1_0v
29073,10.1016/s0304-4165(00)00103-3,6_2_2_0_0a
9606,10.1021/acs.analchem.0c00342,8_6_0_0_0b
9825,10.1021/acs.jafc.6b00497,3_1_0_1_0a
9606,10.1021/jf0615810,4_1_0_0_0g
9483,10.1021/pr1009367,4_2_0_0_0m
9923,10.1016/s0305-0491(96)00269-6,1_1_0_1_0b
9894,10.1007/978-1-4615-1371-1_40,2_0_1_0_0b
9606,10.4052/tigg.1734.1SE,4_2_1_1_0k
9606,10.1016/bs.accb.2015.08.002,4_2_1_0_0g
